mp3/SFX/07041103.mp3,Train,0.6945,Rail transport,0.5753,Railroad car; train wagon,0.5011,Vehicle,0.2712,Train horn,0.2552,Speech,0.1710,Train whistle,0.1302,Music,0.1136,Subway; metro; underground,0.1118,Clickety-clack,0.0871,Outside; rural or natural,0.0748,Outside; urban or manmade,0.0537,Vehicle horn; car horn; honking,0.0512,Rumble,0.0334,Steam whistle,0.0288,Field recording,0.0265,Toot,0.0240,Train wheels squealing,0.0237,Timpani,0.0228,Car,0.0189,Scary music,0.0170,Inside; small room,0.0110,Whale vocalization,0.0109,Animal,0.0108,Inside; large room or hall,0.0104,Silence,0.0093,Steam,0.0091,Thunder,0.0086,Inside; public space,0.0075,Musical instrument,0.0068,Aircraft,0.0067,Hiss,0.0063,Bus,0.0057,Whoosh; swoosh; swish,0.0047,Engine,0.0047,Bird,0.0047,Explosion,0.0047,Thunderstorm,0.0045,Sound effect,0.0042,Fixed-wing aircraft; airplane,0.0042,Race car; auto racing,0.0041,Motor vehicle (road),0.0041,Truck,0.0040,Door,0.0040,Domestic animals; pets,0.0040,Rustle,0.0039,Traffic noise; roadway noise,0.0038,Siren,0.0035,Meow,0.0034,Ship,0.0033,
mp3/SFX/07044106.mp3,Waves; surf,0.6157,Ocean,0.5676,Wind,0.2703,Stream,0.2047,Wind noise (microphone),0.1800,Boat; Water vehicle,0.1096,Outside; rural or natural,0.0754,Vehicle,0.0692,Sailboat; sailing ship,0.0529,Pink noise,0.0459,Waterfall,0.0328,Ship,0.0308,Music,0.0298,Rowboat; canoe; kayak,0.0201,Speech,0.0185,Trickle; dribble,0.0155,Gurgling,0.0150,Water,0.0112,Rain,0.0085,Splash; splatter,0.0063,Motorboat; speedboat,0.0052,Slosh,0.0051,Raindrop,0.0047,Rustle,0.0044,Rain on surface,0.0038,Thunderstorm,0.0037,Outside; urban or manmade,0.0036,Tuning fork,0.0034,Animal,0.0028,Liquid,0.0027,Car,0.0026,Thunder,0.0026,Rustling leaves,0.0021,Breathing,0.0018,Silence,0.0013,Foghorn,0.0012,White noise,0.0012,Field recording,0.0012,Sound effect,0.0012,Wild animals,0.0011,Motor vehicle (road),0.0011,Musical instrument,0.0010,Wood,0.0010,Inside; small room,0.0010,Rub,0.0009,Whale vocalization,0.0009,Sonar,0.0009,Dog,0.0009,Vehicle horn; car horn; honking,0.0008,Shatter,0.0008,
mp3/SFX/07024132.mp3,Vehicle,0.3810,Truck,0.1308,Car,0.1003,Engine,0.0781,Air brake,0.0603,Music,0.0507,Outside; urban or manmade,0.0489,Engine starting,0.0451,Engine knocking,0.0434,Idling,0.0419,Outside; rural or natural,0.0414,Whir,0.0407,Motor vehicle (road),0.0382,Bus,0.0329,Accelerating; revving; vroom,0.0286,Vibration,0.0282,Medium engine (mid frequency),0.0271,Speech,0.0259,Train,0.0218,Heavy engine (low frequency),0.0202,Sewing machine,0.0174,Rail transport,0.0170,Traffic noise; roadway noise,0.0156,Race car; auto racing,0.0151,Inside; small room,0.0149,Reversing beeps,0.0145,Railroad car; train wagon,0.0126,Mechanisms,0.0120,Motorcycle,0.0116,Boom,0.0109,Jackhammer,0.0109,Clatter,0.0105,Boat; Water vehicle,0.0103,Rumble,0.0095,Gunshot; gunfire,0.0087,Vehicle horn; car horn; honking,0.0083,Rustle,0.0081,Inside; large room or hall,0.0079,Sound effect,0.0079,Thunk,0.0074,Car passing by,0.0074,Machine gun,0.0072,Fusillade,0.0071,Lawn mower,0.0070,Sliding door,0.0065,Toot,0.0061,Tire squeal,0.0059,Scrape,0.0059,Aircraft,0.0058,Rattle,0.0054,
mp3/SFX/07021137.mp3,Speech,0.7042,Children playing,0.2884,Outside; urban or manmade,0.1976,Music,0.1765,Outside; rural or natural,0.1561,Child speech; kid speaking,0.1460,Crowd,0.0919,Water,0.0544,Run,0.0518,Slosh,0.0278,Inside; large room or hall,0.0261,Fireworks,0.0206,Children shouting,0.0185,Hubbub; speech noise; speech babble,0.0176,Inside; small room,0.0174,Splash; splatter,0.0161,Bicycle,0.0151,Gurgling,0.0114,Inside; public space,0.0108,Screaming,0.0093,Vehicle,0.0089,Laughter,0.0087,Animal,0.0077,Stream,0.0077,Thump; thud,0.0072,Rain,0.0072,Chatter,0.0069,Cheering,0.0062,Baby cry; infant cry,0.0062,Explosion,0.0061,Rowboat; canoe; kayak,0.0058,Fire,0.0053,Bang,0.0051,Rain on surface,0.0046,Firecracker,0.0045,Pour,0.0043,Belly laugh,0.0040,Shatter,0.0040,Baby laughter,0.0037,Wind instrument; woodwind instrument,0.0037,Walk; footsteps,0.0036,Male speech; man speaking,0.0035,Thunderstorm,0.0034,Thunder,0.0033,Stomach rumble,0.0030,Siren,0.0028,Crying; sobbing,0.0028,Fowl,0.0028,Waves; surf,0.0027,Boat; Water vehicle,0.0027,
mp3/SFX/07022535.mp3,Vehicle,0.6900,Car,0.4024,Bicycle,0.1456,Engine,0.1207,Boat; Water vehicle,0.1151,Motor vehicle (road),0.0804,Noise,0.0728,Motorboat; speedboat,0.0492,Wind,0.0376,Speech,0.0344,Wind noise (microphone),0.0306,Outside; rural or natural,0.0272,Music,0.0234,Motorcycle,0.0231,Rattle,0.0222,Outside; urban or manmade,0.0201,Idling,0.0178,Accelerating; revving; vroom,0.0176,Inside; small room,0.0126,Medium engine (mid frequency),0.0121,Engine starting,0.0121,Mechanical fan,0.0101,Truck,0.0084,Vibration,0.0081,Train,0.0073,Sailboat; sailing ship,0.0073,Race car; auto racing,0.0070,Waves; surf,0.0068,Musical instrument,0.0062,Aircraft,0.0061,Rowboat; canoe; kayak,0.0057,Keys jangling,0.0055,Rail transport,0.0055,Ocean,0.0051,Squeal,0.0050,Rustle,0.0050,Heavy engine (low frequency),0.0044,Engine knocking,0.0041,Ship,0.0038,Railroad car; train wagon,0.0037,Jet engine,0.0035,Whir,0.0035,Steam,0.0035,Animal,0.0034,Air conditioning,0.0032,Car passing by,0.0029,Scrape,0.0028,Guitar,0.0028,Clatter,0.0028,Inside; large room or hall,0.0026,
mp3/SFX/07005017.mp3,Speech,0.5175,Honk,0.2180,Goose,0.2116,Hubbub; speech noise; speech babble,0.1579,Fowl,0.1264,Vehicle,0.0868,Crowd,0.0809,Outside; urban or manmade,0.0714,Music,0.0652,Outside; rural or natural,0.0569,Bird,0.0402,Animal,0.0386,Run,0.0370,Toot,0.0361,Duck,0.0333,Battle cry,0.0326,Car,0.0253,Vehicle horn; car horn; honking,0.0248,Slosh,0.0245,Screaming,0.0244,Air horn; truck horn,0.0219,Explosion,0.0189,Gurgling,0.0173,Quack,0.0172,Waves; surf,0.0171,Train,0.0162,Rail transport,0.0161,Wind,0.0155,Boat; Water vehicle,0.0152,Wind noise (microphone),0.0128,Ocean,0.0127,Singing,0.0112,Bicycle,0.0108,Cheering,0.0107,Bird vocalization; bird call; bird song,0.0106,Children shouting,0.0105,Railroad car; train wagon,0.0097,Siren,0.0096,Domestic animals; pets,0.0091,Water,0.0085,Skateboard,0.0085,Motor vehicle (road),0.0083,Wind instrument; woodwind instrument,0.0078,Choir,0.0078,Fireworks,0.0076,Rowboat; canoe; kayak,0.0072,Firecracker,0.0072,Gunshot; gunfire,0.0071,Burst; pop,0.0064,Splash; splatter,0.0063,
mp3/SFX/07046099.mp3,Vehicle,0.5706,Speech,0.5444,Car,0.3497,Air brake,0.1428,Outside; urban or manmade,0.1392,Truck,0.1215,Race car; auto racing,0.1171,Motor vehicle (road),0.1087,Traffic noise; roadway noise,0.1081,Outside; rural or natural,0.0857,Car passing by,0.0547,Accelerating; revving; vroom,0.0499,Tire squeal,0.0374,Music,0.0360,Rustle,0.0350,Animal,0.0335,Bus,0.0241,Whir,0.0231,Whoosh; swoosh; swish,0.0208,Field recording,0.0203,Flap,0.0199,Clatter,0.0148,Motorcycle,0.0141,Environmental noise,0.0119,Boat; Water vehicle,0.0115,Medium engine (mid frequency),0.0107,Chirp; tweet,0.0104,Engine,0.0100,Rumble,0.0099,Domestic animals; pets,0.0094,Bird,0.0094,Roar,0.0091,Insect,0.0088,Bird vocalization; bird call; bird song,0.0073,Toot,0.0070,Bicycle,0.0068,Skidding,0.0066,Motorboat; speedboat,0.0063,Wind,0.0062,Reversing beeps,0.0061,Dog,0.0061,Livestock; farm animals; working animals,0.0060,Fixed-wing aircraft; airplane,0.0058,Crackle,0.0057,Fly; housefly,0.0056,Scrape,0.0053,Aircraft,0.0052,Propeller; airscrew,0.0048,Gargling,0.0048,Duck,0.0047,
mp3/SFX/07000012.mp3,Horse,0.4422,Animal,0.3744,Clip-clop,0.3734,Music,0.2002,Train,0.1641,Rail transport,0.1310,Railroad car; train wagon,0.1161,Thump; thud,0.0832,Neigh; whinny,0.0669,Vehicle,0.0637,Clickety-clack,0.0612,Speech,0.0599,Livestock; farm animals; working animals,0.0458,Domestic animals; pets,0.0393,Outside; rural or natural,0.0330,Outside; urban or manmade,0.0305,Thunk,0.0279,Run,0.0252,Subway; metro; underground,0.0242,Dog,0.0232,Tap,0.0187,Goat,0.0176,Timpani,0.0165,Train horn,0.0163,Train whistle,0.0158,Percussion,0.0157,Train wheels squealing,0.0149,Inside; large room or hall,0.0132,Wood block,0.0123,Pig,0.0101,Walk; footsteps,0.0098,Inside; small room,0.0097,Boom,0.0086,Sliding door,0.0084,Biting,0.0077,Sheep,0.0076,Musical instrument,0.0075,Oink,0.0070,Door,0.0065,Thunder,0.0063,Vehicle horn; car horn; honking,0.0060,Bird,0.0059,Car,0.0058,Flamenco,0.0057,Engine,0.0057,Bouncing,0.0056,Wind,0.0055,Thunderstorm,0.0055,Ping,0.0054,Bicycle,0.0052,
mp3/SFX/07072121.mp3,Laughter,0.3560,Speech,0.3389,Chuckle; chortle,0.2295,Snicker,0.1610,Silence,0.0491,Music,0.0453,Belly laugh,0.0359,Giggle,0.0329,Inside; small room,0.0327,Inside; large room or hall,0.0277,Child speech; kid speaking,0.0211,Slap; smack,0.0124,Animal,0.0098,Female speech; woman speaking,0.0092,Baby laughter,0.0090,Chatter,0.0090,Breathing,0.0075,Musical instrument,0.0074,Fart,0.0061,Gargling,0.0061,Sneeze,0.0057,Domestic animals; pets,0.0055,Vehicle,0.0051,Male speech; man speaking,0.0049,Water,0.0047,Cough,0.0037,Television,0.0034,Sound effect,0.0032,Narration; monologue,0.0032,Burping; eructation,0.0030,Outside; urban or manmade,0.0029,Crowd,0.0026,Hiccup,0.0025,Door,0.0025,Conversation,0.0025,Outside; rural or natural,0.0024,Inside; public space,0.0024,Clapping,0.0024,Dog,0.0024,Sigh,0.0023,Ding,0.0023,Whoosh; swoosh; swish,0.0023,Goat,0.0022,Car,0.0021,Cat,0.0021,Children playing,0.0020,Ping,0.0019,Coin (dropping),0.0019,Singing,0.0019,Biting,0.0019,
mp3/SFX/07039060.mp3,Speech,0.9036,Chatter,0.7166,Inside; large room or hall,0.1254,Outside; urban or manmade,0.0982,Music,0.0811,Hubbub; speech noise; speech babble,0.0549,Inside; public space,0.0523,Male speech; man speaking,0.0515,Laughter,0.0353,Outside; rural or natural,0.0318,Crowd,0.0292,Female speech; woman speaking,0.0288,Conversation,0.0237,Narration; monologue,0.0233,Vehicle,0.0227,Snicker,0.0182,Inside; small room,0.0171,Animal,0.0166,Chuckle; chortle,0.0140,Gargling,0.0097,Child speech; kid speaking,0.0065,Car,0.0055,Domestic animals; pets,0.0052,Telephone dialing; DTMF,0.0049,Burping; eructation,0.0049,Bang,0.0046,Shout,0.0045,Goat,0.0044,Screaming,0.0042,Roar,0.0040,Musical instrument,0.0039,Roaring cats (lions; tigers),0.0037,Bird,0.0036,Run,0.0033,Wild animals,0.0032,Single-lens reflex camera,0.0031,Echo,0.0030,Oink,0.0029,Children playing,0.0029,Television,0.0028,Train,0.0026,Dog,0.0025,Camera,0.0025,Telephone,0.0024,Hiccup,0.0024,Engine starting,0.0024,Dial tone,0.0019,Stomach rumble,0.0018,Cat,0.0018,Engine,0.0018,
